ENERGY	total-DOS	32:total	32:s	32:p	32:PX	32:PY	32:PZ	32:d	32:DZ2	32:DX2Y2	32:DXY	32:DXZ	32:DYZ	32:f	1:total	1:s	1:p	1:PX	1:PY	1:PZ	1:d	1:DZ2	1:DX2Y2	1:DXY	1:DXZ	1:DYZ	1:f
  -1.18506	 -13.96504498	  -0.10756668	  -0.01411389	  -0.07226840	  -0.02161661	  -0.02533551	  -0.02530473	  -0.01988806	  -0.00729625	  -0.00300401	  -0.00459067	  -0.00458431	  -0.00036108	  -0.00118940	  -0.21922567	  -0.00286837	  -0.02109794	  -0.00136225	  -0.00134943	  -0.00137356	  -0.17869715	  -0.04690596	  -0.05149601	  -0.02844645	  -0.02830510	  -0.02351596	  -0.01644902
  -1.15784	 -15.76296043	  -0.15383884	  -0.02557462	  -0.10303774	  -0.03419439	  -0.03443718	  -0.03439192	  -0.02372991	  -0.00868487	  -0.00377996	  -0.00525664	  -0.00524695	  -0.00069142	  -0.00137180	  -0.26177281	  -0.00341410	  -0.02024236	  -0.00133228	  -0.00124033	  -0.00128011	  -0.22031473	  -0.05697681	  -0.06201586	  -0.03570556	  -0.03560040	  -0.02997006	  -0.01768572
  -1.13063	 -15.85875511	  -0.16585028	  -0.02754074	  -0.11196133	  -0.03463543	  -0.03867362	  -0.03863716	  -0.02486804	  -0.00961229	  -0.00409533	  -0.00507889	  -0.00506833	  -0.00093910	  -0.00134550	  -0.28669497	  -0.00324667	  -0.01902383	  -0.00126930	  -0.00112637	  -0.00116586	  -0.24795540	  -0.06548198	  -0.06915373	  -0.03908553	  -0.03887607	  -0.03530398	  -0.01636335
  -1.10342	 -13.46908188	  -0.13747777	  -0.02094335	  -0.09307038	  -0.02432722	  -0.03436998	  -0.03436067	  -0.02224640	  -0.00918015	  -0.00367920	  -0.00423157	  -0.00422411	  -0.00087247	  -0.00109048	  -0.26696309	  -0.00262217	  -0.01620784	  -0.00106211	  -0.00094297	  -0.00096979	  -0.23511378	  -0.06641702	  -0.06564293	  -0.03397863	  -0.03374783	  -0.03527854	  -0.01293701
  -1.07621	 -10.62394333	  -0.10432497	  -0.01602092	  -0.06936505	  -0.01427511	  -0.02752478	  -0.02755460	  -0.01801108	  -0.00699117	  -0.00268092	  -0.00382192	  -0.00381829	  -0.00065839	  -0.00080939	  -0.22232980	  -0.00228526	  -0.01527056	  -0.00092350	  -0.00090522	  -0.00091422	  -0.19384235	  -0.05717429	  -0.05141432	  -0.02674686	  -0.02677992	  -0.03168729	  -0.01087102
  -1.04900	  -9.05315208	  -0.08373738	  -0.01547697	  -0.05335182	  -0.00833319	  -0.02248009	  -0.02252729	  -0.01414890	  -0.00407615	  -0.00154790	  -0.00398198	  -0.00398326	  -0.00052890	  -0.00063993	  -0.18848267	  -0.00237975	  -0.01867172	  -0.00104771	  -0.00111089	  -0.00110467	  -0.15566698	  -0.04206518	  -0.03579735	  -0.02393879	  -0.02428968	  -0.02954610	  -0.01171620
  -1.02179	  -8.90626907	  -0.07439499	  -0.01493241	  -0.04656387	  -0.00550521	  -0.02051980	  -0.02052745	  -0.01218055	  -0.00236411	  -0.00091255	  -0.00418825	  -0.00419688	  -0.00048767	  -0.00059399	  -0.17956309	  -0.00236408	  -0.02507815	  -0.00137555	  -0.00143823	  -0.00142569	  -0.13815996	  -0.02952754	  -0.02558988	  -0.02619270	  -0.02659252	  -0.03023851	  -0.01391570
  -0.99458	  -9.45661449	  -0.07312000	  -0.01240302	  -0.04849844	  -0.00417992	  -0.02218537	  -0.02212309	  -0.01142568	  -0.00191709	  -0.00075622	  -0.00411717	  -0.00413245	  -0.00046585	  -0.00066672	  -0.18559630	  -0.00200924	  -0.03060621	  -0.00167712	  -0.00168211	  -0.00167053	  -0.13756351	  -0.02333878	  -0.02072589	  -0.03074669	  -0.03094913	  -0.03179248	  -0.01536617
  -0.96736	  -9.83210278	  -0.07462151	  -0.00951992	  -0.05369034	  -0.00336002	  -0.02521767	  -0.02510443	  -0.01047725	  -0.00173744	  -0.00070984	  -0.00376308	  -0.00378057	  -0.00044356	  -0.00081157	  -0.18955645	  -0.00155597	  -0.03227342	  -0.00179026	  -0.00170849	  -0.00169800	  -0.14073451	  -0.02017801	  -0.01807770	  -0.03500614	  -0.03498561	  -0.03248164	  -0.01493262
  -0.94015	  -9.84020615	  -0.07483058	  -0.00723275	  -0.05734732	  -0.00271684	  -0.02737137	  -0.02725144	  -0.00919193	  -0.00154310	  -0.00066309	  -0.00324507	  -0.00326270	  -0.00043270	  -0.00094385	  -0.18848954	  -0.00119947	  -0.03045700	  -0.00172916	  -0.00155259	  -0.00154162	  -0.14357963	  -0.01767296	  -0.01656893	  -0.03831324	  -0.03817536	  -0.03284730	  -0.01318552
  -0.91294	  -9.82290649	  -0.07310531	  -0.00559347	  -0.05814246	  -0.00240771	  -0.02790727	  -0.02781744	  -0.00825810	  -0.00146801	  -0.00065567	  -0.00279949	  -0.00282549	  -0.00046680	  -0.00100308	  -0.19020464	  -0.00103428	  -0.02630846	  -0.00152460	  -0.00129612	  -0.00128969	  -0.15057153	  -0.01810457	  -0.01836907	  -0.04018388	  -0.04003676	  -0.03387686	  -0.01221383
  -0.88573	 -10.47323799	  -0.07063848	  -0.00469547	  -0.05545844	  -0.00290095	  -0.02629768	  -0.02624347	  -0.00935673	  -0.00177231	  -0.00077391	  -0.00306781	  -0.00311849	  -0.00058822	  -0.00101750	  -0.20795535	  -0.00116509	  -0.02168726	  -0.00123901	  -0.00105117	  -0.00106087	  -0.16978489	  -0.02752931	  -0.02623078	  -0.04006269	  -0.04000279	  -0.03595934	  -0.01522804
  -0.85852	 -12.37468529	  -0.07292686	  -0.00490311	  -0.05252207	  -0.00449416	  -0.02400697	  -0.02399492	  -0.01431282	  -0.00304773	  -0.00123079	  -0.00457233	  -0.00464235	  -0.00078884	  -0.00106349	  -0.24880052	  -0.00154174	  -0.01877660	  -0.00101396	  -0.00091623	  -0.00094358	  -0.20534641	  -0.04694537	  -0.03948947	  -0.04006277	  -0.04017750	  -0.03867079	  -0.02302423
  -0.83131	 -15.05587006	  -0.08867213	  -0.00680533	  -0.05801830	  -0.00711369	  -0.02539856	  -0.02547286	  -0.02255844	  -0.00549804	  -0.00212488	  -0.00692544	  -0.00697445	  -0.00100172	  -0.00114292	  -0.29472527	  -0.00185848	  -0.01772618	  -0.00093267	  -0.00087159	  -0.00090112	  -0.24444918	  -0.06462368	  -0.05293852	  -0.04316074	  -0.04343179	  -0.04028956	  -0.03055627
  -0.80410	 -17.12011719	  -0.12009569	  -0.01077269	  -0.07681134	  -0.01124953	  -0.03268703	  -0.03284166	  -0.03111598	  -0.00817473	  -0.00318012	  -0.00933054	  -0.00933102	  -0.00105710	  -0.00123322	  -0.31766057	  -0.00190832	  -0.01782668	  -0.00095322	  -0.00087228	  -0.00089796	  -0.26432776	  -0.06852651	  -0.05841270	  -0.04923997	  -0.04948045	  -0.03864849	  -0.03345190
  -0.77688	 -17.24964142	  -0.15359727	  -0.01513552	  -0.10127090	  -0.01682922	  -0.04214409	  -0.04227128	  -0.03570889	  -0.01003406	  -0.00402702	  -0.01041312	  -0.01037872	  -0.00080867	  -0.00132447	  -0.30218977	  -0.00178188	  -0.01865823	  -0.00098270	  -0.00090987	  -0.00093765	  -0.25003684	  -0.05641455	  -0.05129567	  -0.05409148	  -0.05411312	  -0.03407803	  -0.03157866
  -0.74967	 -15.50275517	  -0.16644143	  -0.01526373	  -0.11712963	  -0.02160044	  -0.04772853	  -0.04778609	  -0.03255451	  -0.01056083	  -0.00432485	  -0.00860241	  -0.00855946	  -0.00045728	  -0.00136441	  -0.25596565	  -0.00163260	  -0.01942675	  -0.00096554	  -0.00095734	  -0.00098739	  -0.20733355	  -0.03779871	  -0.03865017	  -0.05052093	  -0.05038820	  -0.02991825	  -0.02746008
  -0.72246	 -13.18809891	  -0.15603113	  -0.01109137	  -0.11887761	  -0.02465664	  -0.04710289	  -0.04711607	  -0.02465448	  -0.00963523	  -0.00399284	  -0.00538451	  -0.00534768	  -0.00024406	  -0.00130942	  -0.20489442	  -0.00151905	  -0.01954002	  -0.00090737	  -0.00098617	  -0.00101237	  -0.16001707	  -0.02483090	  -0.02925622	  -0.03942722	  -0.03929192	  -0.02715913	  -0.02372174
  -0.69525	 -11.69321823	  -0.14284688	  -0.00836767	  -0.11429044	  -0.02791157	  -0.04319951	  -0.04318502	  -0.01890765	  -0.00774097	  -0.00336836	  -0.00380002	  -0.00377417	  -0.00017600	  -0.00119918	  -0.17357861	  -0.00144874	  -0.01962250	  -0.00086493	  -0.00101482	  -0.00103293	  -0.13112828	  -0.01883059	  -0.02348193	  -0.03145441	  -0.03132562	  -0.02599612	  -0.02128637
  -0.66804	 -11.15250492	  -0.13598597	  -0.00826294	  -0.11001286	  -0.03204907	  -0.03900557	  -0.03896671	  -0.01653573	  -0.00574041	  -0.00278589	  -0.00390382	  -0.00388642	  -0.00017341	  -0.00109849	  -0.16189627	  -0.00142565	  -0.02032483	  -0.00087519	  -0.00107939	  -0.00108764	  -0.12002612	  -0.01591104	  -0.01947153	  -0.02903927	  -0.02887837	  -0.02669698	  -0.02002145
  -0.64083	 -10.72432232	  -0.12809485	  -0.00857525	  -0.10322789	  -0.03367569	  -0.03480912	  -0.03475131	  -0.01521857	  -0.00416319	  -0.00233953	  -0.00424862	  -0.00423506	  -0.00019010	  -0.00100280	  -0.15470845	  -0.00134908	  -0.02057164	  -0.00089608	  -0.00111914	  -0.00111821	  -0.11359715	  -0.01379333	  -0.01634819	  -0.02828038	  -0.02806988	  -0.02708571	  -0.01908837
  -0.61362	  -9.32837486	  -0.10779923	  -0.00784612	  -0.08602218	  -0.02833841	  -0.02887982	  -0.02880941	  -0.01303172	  -0.00295873	  -0.00190420	  -0.00397462	  -0.00396231	  -0.00019753	  -0.00084178	  -0.13598618	  -0.00106646	  -0.01808164	  -0.00083004	  -0.00099839	  -0.00099200	  -0.10003852	  -0.01092482	  -0.01278978	  -0.02629551	  -0.02601385	  -0.02400418	  -0.01670742
  -0.58640	  -7.17430162	  -0.07898345	  -0.00602659	  -0.06205371	  -0.01896591	  -0.02158175	  -0.02150835	  -0.01023408	  -0.00199755	  -0.00140879	  -0.00331728	  -0.00330512	  -0.00017957	  -0.00062929	  -0.10813973	  -0.00069421	  -0.01357890	  -0.00067775	  -0.00076117	  -0.00075336	  -0.08098599	  -0.00744252	  -0.00886765	  -0.02300540	  -0.02263846	  -0.01903006	  -0.01280888
  -0.55919	  -5.08171988	  -0.05276370	  -0.00405790	  -0.04041727	  -0.01026384	  -0.01510931	  -0.01504499	  -0.00783644	  -0.00128644	  -0.00094534	  -0.00272725	  -0.00271694	  -0.00014110	  -0.00042659	  -0.08147041	  -0.00039861	  -0.00907041	  -0.00047996	  -0.00050905	  -0.00050190	  -0.06331047	  -0.00441095	  -0.00533188	  -0.01968224	  -0.01923868	  -0.01464943	  -0.00863823
  -0.53198	  -3.36125541	  -0.03304828	  -0.00256077	  -0.02414319	  -0.00385794	  -0.01016700	  -0.01011925	  -0.00607369	  -0.00075843	  -0.00056969	  -0.00232048	  -0.00231380	  -0.00009651	  -0.00025418	  -0.05964940	  -0.00021734	  -0.00532427	  -0.00027644	  -0.00028943	  -0.00028324	  -0.04918411	  -0.00206765	  -0.00239013	  -0.01688174	  -0.01638352	  -0.01146414	  -0.00488504
  -0.50477	  -2.42538548	  -0.02161836	  -0.00160587	  -0.01461190	  -0.00090782	  -0.00686601	  -0.00683861	  -0.00523033	  -0.00049747	  -0.00034944	  -0.00215094	  -0.00214633	  -0.00007318	  -0.00015923	  -0.04809752	  -0.00012736	  -0.00334563	  -0.00015640	  -0.00017444	  -0.00016851	  -0.04179582	  -0.00090705	  -0.00088217	  -0.01541498	  -0.01483133	  -0.00976329	  -0.00279646
